filename,label
7013_17351.png,clipper
7013_17376.png,clipper
7013_17401.png,clipper
7013_17426.png,clipper
7013_17451.png,clipper
7013_17476.png,clipper
7013_17501.png,clipper
7013_17526.png,clipper
7013_17551.png,clipper
7013_17576.png,clipper
7013_17601.png,clipper
7013_17626.png,clipper
7013_17651.png,clipper
7013_17676.png,clipper
7013_17701.png,clipper
7013_17976.png,scissor
7013_18001.png,clipper
7013_18026.png,clipper
7013_18051.png,clipper
7013_18076.png,clipper
7013_18276.png,clipper
7013_18301.png,clipper
7013_18351.png,clipper
7013_19076.png,clipper
7013_19101.png,clipper
7013_19401.png,clipper
7013_19426.png,clipper
7013_20926.png,clipper
7013_20951.png,clipper
7013_20976.png,grasper
7013_21001.png,clipper
7013_21026.png,clipper
7013_21051.png,hook
7201_37176.png,clipper
7201_37226.png,clipper
7201_37276.png,scissor
7201_37301.png,clipper
7201_37326.png,clipper
7201_37451.png,clipper
7201_37476.png,grasper
7201_37501.png,clipper
7201_38426.png,clipper
7201_38476.png,clipper
7301_27001.png,clipper
7301_27026.png,clipper
7301_27051.png,clipper
7301_27076.png,clipper
7301_27101.png,clipper
7301_27476.png,clipper
7301_27576.png,clipper
7301_27626.png,clipper
7414_106651.png,clipper
7414_106701.png,clipper
7414_14776.png,clipper
7414_14801.png,clipper
7414_14826.png,clipper
7414_15401.png,clipper
7414_15426.png,clipper
7414_15451.png,clipper
7414_15476.png,clipper
7414_15501.png,clipper
7414_15576.png,clipper
7414_15601.png,clipper
7414_15651.png,grasper
7414_15776.png,clipper
7414_15851.png,clipper
7414_15876.png,clipper
7414_15901.png,clipper
7414_15926.png,clipper
7414_16001.png,clipper
7414_16026.png,clipper
7414_16051.png,grasper
7414_16076.png,clipper
7414_16101.png,clipper
7414_16176.png,clipper
7414_16201.png,clipper
7414_16226.png,clipper
7414_16251.png,clipper
7414_17001.png,clipper
7414_17026.png,clipper
7414_17051.png,clipper
7414_17076.png,clipper
7414_17101.png,clipper
7414_17126.png,clipper
7414_17151.png,clipper
7414_89951.png,clipper
7414_89976.png,clipper
7414_90001.png,clipper
7414_90476.png,clipper
7414_90501.png,clipper
7414_90526.png,clipper
7414_90551.png,clipper
7414_90676.png,clipper
7414_90701.png,clipper
7414_90726.png,hook
7414_90751.png,clipper
7414_90801.png,clipper
7414_90826.png,clipper
7654_51776.png,clipper
7654_51801.png,clipper
7654_51826.png,clipper
7654_51851.png,clipper
7654_51876.png,clipper
7654_51901.png,clipper
7654_51926.png,clipper
7654_51951.png,clipper
7654_51976.png,clipper
7654_52001.png,clipper
7654_52101.png,clipper
7654_52226.png,clipper
7654_52276.png,clipper
7654_52301.png,clipper
7654_52326.png,clipper
7654_52351.png,clipper
7654_52426.png,clipper
7654_52451.png,clipper
7654_52476.png,clipper
7654_52576.png,clipper
7654_52651.png,clipper
7654_52676.png,clipper
7654_52701.png,clipper
7654_52726.png,clipper
7654_52801.png,clipper
7654_55351.png,clipper
7654_56176.png,clipper
7654_56326.png,clipper
7654_56351.png,clipper
7654_56376.png,clipper
7654_56401.png,clipper
7654_56451.png,grasper
7654_56626.png,clipper
7654_56651.png,clipper
7654_57401.png,hook
7654_57501.png,clipper
7654_57551.png,clipper
7654_57576.png,clipper
7654_57876.png,clipper
7695_15401.png,clipper
7697_10001.png,clipper
7697_10051.png,clipper
7697_9451.png,hook
7697_9476.png,clipper
7697_9501.png,clipper
7697_9526.png,clipper
7697_9601.png,grasper
8610_32751.png,clipper
8610_32801.png,clipper
8610_32826.png,clipper
8610_33851.png,clipper
8610_33876.png,clipper
8610_33901.png,clipper
8610_40426.png,clipper
8610_41026.png,clipper
8610_41101.png,clipper
8610_41301.png,clipper
8610_41776.png,clipper
8610_41801.png,clipper
8611_84551.png,clipper
8611_84576.png,clipper
8611_84951.png,clipper
8611_84976.png,clipper
8611_89626.png,clipper
8611_89651.png,clipper
8611_89701.png,clipper
8611_89726.png,clipper
8611_89751.png,clipper
9152_28701.png,clipper
9152_28751.png,clipper
9152_28776.png,clipper
9152_28801.png,clipper
9152_28851.png,clipper
9152_28876.png,scissor
9152_28926.png,clipper
9152_29001.png,clipper
9152_29026.png,clipper
9152_29051.png,clipper
9152_29076.png,clipper
9152_29101.png,clipper
9152_29126.png,clipper
9152_29151.png,clipper
9152_29176.png,clipper
9152_29201.png,clipper
9152_29226.png,hook
9152_29251.png,clipper
9152_29276.png,clipper
9152_29301.png,grasper
9152_29351.png,hook
9152_29376.png,clipper
9152_29401.png,clipper
9152_29426.png,clipper
9152_29451.png,clipper
9152_29476.png,clipper
9152_29501.png,clipper
9152_29526.png,clipper
9152_29551.png,clipper
9152_29576.png,clipper
9152_29601.png,clipper
9152_34351.png,clipper
9152_34376.png,clipper
9152_34401.png,clipper
9152_36126.png,clipper
9152_36151.png,hook
9152_36176.png,clipper
9152_36201.png,clipper
9152_36251.png,clipper
9152_36276.png,clipper
9152_36326.png,clipper
9152_36351.png,clipper
9152_36376.png,clipper
9152_36401.png,clipper
9152_36426.png,clipper
9152_36451.png,clipper
9152_36476.png,clipper
7013_10026.png,grasper
7013_10051.png,grasper
7013_10151.png,grasper
7013_10901.png,grasper
7013_11026.png,grasper
7013_11076.png,grasper
7013_11201.png,grasper
7013_11251.png,grasper
7013_11276.png,grasper
7013_11401.png,grasper
7013_11426.png,grasper
7013_11451.png,grasper
7013_11476.png,grasper
7013_11551.png,grasper
7013_11576.png,grasper
7013_11601.png,grasper
7013_11626.png,grasper
7013_11651.png,grasper
7013_11726.png,grasper
7013_11776.png,grasper
7013_13926.png,grasper
7013_14201.png,scissor
7013_14251.png,grasper
7013_14276.png,grasper
7013_14351.png,grasper
7013_14576.png,grasper
7013_14951.png,scissor
7013_16801.png,grasper
7013_16851.png,grasper
7013_16976.png,grasper
7013_31476.png,grasper
7013_32101.png,grasper
7013_32301.png,grasper
7013_32376.png,grasper
7013_32401.png,grasper
7013_32576.png,grasper
7013_35076.png,grasper
7013_36251.png,grasper
7013_36601.png,grasper
7013_36626.png,grasper
7013_36676.png,grasper
7013_36726.png,grasper
7013_36801.png,grasper
7013_36901.png,grasper
7013_37551.png,grasper
7013_37701.png,grasper
7013_37726.png,grasper
7013_37776.png,grasper
7013_37801.png,grasper
7013_37826.png,grasper
7013_37851.png,grasper
7013_37876.png,grasper
7013_37901.png,grasper
7013_37976.png,grasper
7013_38001.png,grasper
7013_38026.png,grasper
7013_38051.png,grasper
7013_4176.png,grasper
7013_4276.png,grasper
7013_4351.png,grasper
7013_4451.png,grasper
7013_4476.png,grasper
7013_4501.png,grasper
7013_4551.png,grasper
7013_4576.png,grasper
7013_4601.png,grasper
7013_4626.png,grasper
7013_4676.png,grasper
7013_5026.png,grasper
7013_5176.png,grasper
7013_7726.png,grasper
7013_8751.png,grasper
7013_8826.png,grasper
7013_9576.png,grasper
7013_9676.png,grasper
7013_9776.png,grasper
7013_9851.png,grasper
7013_9876.png,grasper
7013_9926.png,grasper
7013_9976.png,grasper
7201_10051.png,grasper
7201_10226.png,grasper
7201_10301.png,grasper
7201_11601.png,grasper
7201_11776.png,grasper
7201_11801.png,grasper
7201_11901.png,grasper
7201_12626.png,grasper
7201_14601.png,grasper
7201_14701.png,grasper
7201_14826.png,grasper
7201_14926.png,scissor
7201_14951.png,grasper
7201_16801.png,grasper
7201_16851.png,grasper
7201_16876.png,grasper
7201_16901.png,grasper
7201_16926.png,grasper
7201_17051.png,grasper
7201_17126.png,grasper
7201_17226.png,grasper
7201_17251.png,grasper
7201_17326.png,grasper
7201_17426.png,grasper
7201_19501.png,grasper
7201_20376.png,grasper
7201_20501.png,grasper
7201_23051.png,grasper
7201_23576.png,grasper
7201_23751.png,grasper
7201_23801.png,grasper
7201_23826.png,grasper
7201_23851.png,grasper
7201_23926.png,grasper
7201_24451.png,grasper
7201_24576.png,grasper
7201_24651.png,grasper
7201_24676.png,grasper
7201_24701.png,grasper
7201_25551.png,grasper
7201_26476.png,grasper
7201_26501.png,grasper
7201_26576.png,grasper
7201_26701.png,grasper
7201_26751.png,grasper
7201_26801.png,grasper
7201_26851.png,grasper
7201_26951.png,grasper
7201_27051.png,grasper
7201_27076.png,grasper
7201_27151.png,grasper
7201_27176.png,grasper
7201_27251.png,grasper
7201_27301.png,grasper
7201_27351.png,grasper
7201_27376.png,grasper
7201_27451.png,grasper
7201_27476.png,grasper
7201_27526.png,grasper
7201_27601.png,grasper
7201_27651.png,grasper
7201_27701.png,grasper
7201_27751.png,grasper
7201_27826.png,grasper
7201_27851.png,grasper
7201_27876.png,grasper
7201_27926.png,grasper
7201_27976.png,grasper
7201_28001.png,grasper
7201_28101.png,grasper
7201_28126.png,grasper
7201_28151.png,grasper
7201_42051.png,grasper
7201_42151.png,grasper
7201_42226.png,grasper
7201_42251.png,grasper
7201_42276.png,grasper
7201_43001.png,grasper
7201_43076.png,grasper
7201_43451.png,grasper
7201_45851.png,grasper
7201_45901.png,hook
7201_46026.png,grasper
7201_46051.png,grasper
7201_49226.png,grasper
7201_49251.png,grasper
7201_49351.png,grasper
7201_51776.png,grasper
7201_51801.png,grasper
7201_51901.png,grasper
7201_51976.png,grasper
7201_58951.png,grasper
7201_61276.png,grasper
7201_61301.png,grasper
7201_61701.png,grasper
7201_61926.png,grasper
7201_61951.png,grasper
7201_62101.png,grasper
7201_62126.png,grasper
7201_62151.png,grasper
7201_62201.png,grasper
7201_62226.png,grasper
7201_62251.png,grasper
7201_62301.png,grasper
7201_62426.png,grasper
7201_62501.png,grasper
7201_62576.png,grasper
7201_62901.png,grasper
7201_64751.png,grasper
